N,Time,M,X,O,Lambda,X_scaled,X_scaled2,Y_i0,Y_i1,Y_i2,Y_i3,Y_i4,Y_i5,Y_i6,Y_i7,Y_i8,Y_i9,Y_i10,Y_i11,Y_i12,Y_i13,Z_i0,Z_i1,Z_i2,Z_i3,Z_i4,Z_i5,Z_i6,Z_i7,Z_i8,Z_i9,Z_i10,Z_i11,Z_i12,Z_i13,M_prev,X_prev,X_prev_scaled
9.0,1,0.0,0.9802304371407881,0.0,1.1431026577464154e-66,0.7302243909506659,0.7132279569584711,0.6843466521597658,0.6478836172371772,0.6641821274221748,0.6889242717892402,0.7326238001141955,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.7276125387810539
9.0,2,0.0,0.9553376478353495,0.0,6.1349835140143565e-65,0.7131855672594034,0.695115651334599,0.7145610306347275,0.6629342089029165,0.7017084530338282,0.6954104043793873,0.6770722497760875,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9802304371407881,0.7132279569584711
9.0,3,0.0,0.9882071686646088,0.0,3.19010631639106e-67,0.7356843705615977,0.7190319268336931,0.8238682899916487,0.6282937560106948,0.7381104855361066,0.7716838125828773,0.7694419224529275,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9553376478353495,0.695115651334599
9.0,4,0.0,1.0426007788066805,0.0,5.298464139214278e-71,0.7729161617349372,0.7586093996026327,0.8247377803621744,0.7390320726639891,0.7529952001509088,0.7742909823488441,0.7720894890605766,1,1,1,0,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9882071686646088,0.7190319268336931
9.0,5,0.0,1.1428307561509816,0.0,5.747220055997504e-78,0.841522411183072,0.8315379878800873,0.8534325482166215,0.7648573300357908,0.8188158384484764,0.8384164952477341,0.8363190575306183,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0426007788066805,0.7586093996026327
9.0,6,0.0,1.105820015789081,0.0,2.1440133037583625e-75,0.8161889914536993,0.8046085091231983,0.8728106445789624,0.732695527843858,0.8104076415344923,0.8088866067772813,0.8029794278524337,1,0,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.1428307561509816,0.8315379878800873
9.0,7,0.0,1.0707422838425338,0.0,5.87053853803234e-73,0.7921786934194809,0.7790855115268898,0.7621713043308947,0.7626837572386268,0.7784401235431997,0.7830317490652912,0.7792500076240961,0,1,1,1,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.105820015789081,0.8046085091231983
9.0,8,0.0,1.018778137896967,0.0,2.396164545729542e-69,0.7566098421280708,0.7412757473698467,0.7568511775019414,0.7111800575230323,0.7572975515266059,0.7208167727505137,0.7700804298501396,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0707422838425338,0.7790855115268898
9.0,9,0.0,1.076410999477597,0.0,2.3701467478396414e-73,0.7960588630973982,0.783210140101746,0.792764728140298,0.7338574639961024,0.767141606886326,0.7640503351368013,0.8007405198820914,0,1,1,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.018778137896967,0.7412757473698467
9.0,10,0.0,1.0320090073780015,0.0,2.884972388209367e-70,0.7656662178360435,0.7509026939032231,0.7253199094574699,0.7241847433470129,0.7604034629209202,0.7341148650564236,0.7448581351718369,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.076410999477597,0.783210140101746
9.0,11,1.0,0.9722761653527099,0.0,4.0813576122713744e-66,0.7247797847666639,0.707440329068593,0.26363943924188926,0.20812472111052918,0.22075602112824677,0.24553533905762603,0.21352663643865574,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0320090073780015,0.7509026939032231
9.0,12,1.0,0.8912686924458847,0.0,1.7369223596455936e-60,0.6693311152102733,0.6484982760466205,0.2266612249078987,0.17639735290827016,0.2176975667200223,0.1987753252133128,0.19793231860324031,0,0,0,0,0,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.9722761653527099,0.707440329068593
9.0,13,1.0,0.8849863439313088,0.0,4.74594491169309e-60,0.6650309209896307,0.6439271604944226,0.158948638076529,0.1653258466042767,0.19074459367250665,0.16527411033884432,0.18885640337905565,1,1,0,0,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.8912686924458847,0.6484982760466205
9.0,14,1.0,0.7997586158240849,0.0,3.9678186681395854e-54,0.6066935360141119,0.5819143968717839,0.10761346862997472,0.19778662363103913,0.13643490891193774,0.1670881072542968,0.16449150247434854,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.8849863439313088,0.6439271604944226
9.0,15,1.0,0.7498105953822035,0.0,1.1729939225600835e-50,0.5725046990945445,0.5455715909109786,0.22165098596828983,0.08183974116252947,0.18006399968934375,0.15761160258304135,0.14304455741325847,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.7997586158240849,0.5819143968717839
9.0,16,1.0,0.7007320371876349,0.0,3.0173332778004965e-47,0.5389109989335136,0.5098614165833149,0.045952851730300205,0.22536645239125816,0.1203354680096846,0.1406989853823452,0.124018748958984,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.7498105953822035,0.5455715909109786
9.0,17,1.0,0.7048435236334214,0.0,1.5628883087807692e-47,0.5417252634098318,0.5128529856742975,0.06362045264843219,0.21268907265498316,0.13968077308842267,0.11460224048948732,0.11695452650134525,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.7007320371876349,0.5098614165833149
9.0,18,1.0,0.671416044260571,0.0,3.2862993137676405e-45,0.5188445439979308,0.4885307325427665,0.11958786513964319,0.15786221211188334,0.1311750233253863,0.15092240794976938,0.14748416068447762,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.7048435236334214,0.5128529856742975
9.0,19,1.0,0.5931348296676945,0.0,9.041553192094892e-40,0.46526196643220596,0.43157233925397914,0.22879962909438037,0.07802840973402876,0.13936830921585386,0.13836609889597298,0.1535595814312395,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.671416044260571,0.4885307325427665
9.0,20,1.0,0.4563935734687859,0.0,2.870772148327806e-30,0.3716641728259297,0.3320776866749807,0.04404963509290273,0.12351887004138382,0.08487817836353051,0.10027570644376066,0.07823627188250018,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.5931348296676945,0.43157233925397914
9.0,21,1.0,0.4451100025429943,0.0,1.746069548983973e-29,0.3639407002470487,0.32386761898714944,0.0703485908578581,0.087176153512127,0.07378599824593576,0.10555074438554903,0.05679483619637183,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.4563935734687859,0.3320776866749807
9.0,22,1.0,0.3863444904314365,0.0,2.1159605196705423e-25,0.32371639321140355,0.28110909552689006,0.022727842603968186,0.10718119886086676,0.07321213387804308,0.09669175826217531,0.06509363447860829,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.4451100025429943,0.32386761898714944
9.0,23,1.0,0.40376423291358476,0.0,1.3033464531990463e-26,0.3356400035894367,0.2937839185792382,0.10888957377608248,0.03356527563251021,0.07058889494624465,0.08371299290258022,0.11262361362593244,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.3863444904314365,0.28110909552689006
9.0,24,1.0,0.3130409166639224,0.0,2.6251950384709133e-20,0.27354095268368234,0.2277724961161849,0.10971243801888486,0.04010497693488364,0.08688994972925061,0.05731914989846357,0.06159364048698406,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.40376423291358476,0.2937839185792382
9.0,25,1.0,0.2915122233741904,0.0,8.224857958478336e-19,0.2588048134440807,0.21210794893500437,-0.058206507883254335,0.08832585440043092,0.0334931150813498,0.021960370157018808,0.01197313376838888,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.3130409166639224,0.2277724961161849
9.0,26,1.0,0.24040297245936687,0.0,2.9279449696733697e-15,0.22382112782151714,0.1749202171216717,0.0635697443644211,0.034535851178663465,0.011904417738387003,0.060266163104480894,0.044513709887385275,0,0,0,0,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.2915122233741904,0.21210794893500437
9.0,27,1.0,0.20774621720142647,0.0,5.44235274191447e-13,0.20146796006915174,0.15115875252009014,0.029977405720378783,0.03765946139705737,0.027442523514839827,0.03623944659466185,0.0836890023284417,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.24040297245936687,0.1749202171216717
9.0,28,1.0,0.17518125421427594,0.0,9.96855210797706e-11,0.1791776230545963,0.12746407712569852,-0.010308720687855676,0.0587362265938343,0.023879362086298102,0.018868093698051338,0.03566618052365259,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.20774621720142647,0.15115875252009014
9.0,29,1.0,0.11687618906578098,0.0,1.1222315801313194e-06,0.13926848659009688,0.08504058064920735,0.031233795413386393,0.029730179535556737,0.013524293312396903,0.024472444835405328,-0.008366007288927023,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.17518125421427594,0.12746407712569852
9.0,30,1.0,0.09524482991608081,0.0,3.574112653879406e-05,0.12446207376782659,0.06930133250100923,-0.046803058241623216,0.0667079339596111,0.006508592337185995,0.021143566894197083,0.00012043360596961702,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.11687618906578098,0.08504058064920735
9.0,31,1.0,0.04158664060609589,0.0,0.16058760514940376,0.08773366956904645,0.030258961150776694,0.057170923089734364,-0.053176282007243225,0.020089891727621115,0.009850814274575416,0.014694401469585323,1,0,0,0,0,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.09524482991608081,0.06930133250100923
9.0,32,1.0,-0.008671856986519675,1.0,0.9983203639837416,0.05333231466418558,-0.0063097518779078,0.05244345059712975,-0.053395076960641843,-0.009331297987240196,0.0385461595622822,0.0018456415945939028,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.04158664060609589,0.030258961150776694
10.0,1,0.0,0.9669501435326591,0.0,9.569616891061332e-66,0.7211341850046543,0.7035650488105025,0.7389041297564196,0.6766497165324378,0.7034476471840829,0.7201628501348109,0.7339273091576815,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.7276125387810539
10.0,2,0.0,0.8688790671363787,0.0,6.245553339322698e-59,0.6540056780533071,0.6322073039328143,0.5287815182346798,0.6593290596591732,0.5989476931892598,0.6000786377017714,0.6060661178580389,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9669501435326591,0.7035650488105025
10.0,3,0.0,0.8587022604132496,0.0,3.1822030104997503e-58,0.6470397726512328,0.6248025317563142,0.5516959322089172,0.6162875110858498,0.6060531863708076,0.5600870646846894,0.6377926025990238,0,0,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8688790671363787,0.6322073039328143
10.0,4,0.0,0.841152902671519,0.0,5.274510470303457e-57,0.6350274421410914,0.6120333990158766,0.6148638123711576,0.5636474653617612,0.6246765276604922,0.5890414267555261,0.6083743017451719,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8587022604132496,0.6248025317563142
10.0,5,0.0,0.7926054468426005,0.0,1.2462492417498772e-53,0.6017972753494747,0.5767096614288362,0.5001018626262349,0.6000013253671518,0.5613350831255789,0.5712975381412885,0.5426661265219866,1,1,1,0,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.841152902671519,0.6120333990158766
10.0,6,0.0,0.810656871815772,0.0,6.938465386130686e-55,0.6141532650186085,0.5898441045821812,0.6462008458652544,0.5136599503051317,0.5920876357592819,0.6090571097991105,0.6139786324206508,0,0,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.7926054468426005,0.5767096614288362
10.0,7,1.0,0.8016358115386181,0.0,2.93839988239422e-54,0.6079784545670897,0.5832802680114243,0.11774856320410966,0.21456119675334276,0.13823423292015977,0.15948546729597426,0.17910626969626456,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.810656871815772,0.5898441045821812
10.0,8,1.0,0.7695364489009148,0.0,4.995777279690852e-52,0.5860068155565016,0.5599243692693513,0.20249897952538243,0.13984195692573193,0.1549470497767204,0.18890914876719522,0.17896185523931882,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.8016358115386181,0.5832802680114243
10.0,9,1.0,0.6394084747842528,0.0,5.50580523719107e-43,0.49693573633475463,0.4652416236558916,0.13014564414356578,0.08615718125846002,0.13947470645953844,0.12758279228217173,0.16298669894729567,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.7695364489009148,0.5599243692693513
10.0,10,1.0,0.5423181863316583,0.0,3.0714615852921736e-36,0.4304785672815403,0.3945975123839145,0.12737900670237337,0.08642277834521901,0.1071995084246249,0.14234909582146849,0.12227506090388883,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6394084747842528,0.4652416236558916
10.0,11,1.0,0.5208258613318839,0.0,9.567198660761555e-35,0.41576732171186603,0.37895942722652115,0.11169879512508232,0.12011944540656629,0.09503073758556227,0.07664760222287678,0.1314816736154356,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.5423181863316583,0.3945975123839145
10.0,12,1.0,0.44300203233315016,0.0,2.446461080840173e-29,0.3624978192459982,0.3223338334310899,0.12218451513560562,0.0741391534447046,0.09033509277621699,0.11342750162843601,0.08822633503888187,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.5208258613318839,0.37895942722652115
10.0,13,1.0,0.39820406439781736,0.0,3.172633861981989e-26,0.3318341331475424,0.28973827024943016,0.15335985930793922,0.01732123137615675,0.07727238928925367,0.08446817208250543,0.09900660988961259,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.44300203233315016,0.3223338334310899
10.0,14,1.0,0.2627713692408315,0.0,8.170478722869424e-17,0.23913203429885233,0.19119574309229515,0.03980561470243039,0.08473672097850038,0.07576523344706212,0.06775525194505408,0.04639633620715852,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.39820406439781736,0.28973827024943016
10.0,15,1.0,0.28725339069943184,0.0,1.6257823758600088e-18,0.2558896921940911,0.20900916888027957,0.049822740444377164,0.053397378331225376,0.03394974050502164,0.039365971546223066,0.05407876385898078,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.2627713692408315,0.19119574309229515
10.0,16,1.0,0.16907712126000407,0.0,2.647223958459175e-10,0.17499941530456564,0.12302263344978366,0.041122055314664466,0.03795455738687775,0.03200270458968339,0.014711970526799446,0.020207271371095917,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.28725339069943184,0.20900916888027957
10.0,17,1.0,0.05716867386408738,0.0,0.01556584660950877,0.09839938943581523,0.0415966439289947,-0.05350436296070972,0.07610102192325204,0.014709472493840872,-0.024248985966426446,-0.04867478285687116,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.16907712126000407,0.12302263344978366
10.0,18,1.0,-0.03606629575301345,1.0,0.9999789924430091,0.034581141120070366,-0.026242289017278455,-0.00828014422110428,-0.012427895214494666,-0.037959723791684864,-0.01863787179544727,-0.021040820895223345,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.05716867386408738,0.0415966439289947
11.0,1,0.0,0.9009851668303599,0.0,3.6695314359200284e-61,0.6759819285002717,0.6555681046415095,0.6748133667995977,0.6198491878705584,0.6602450782033523,0.6578207090766091,0.6546821020696909,1,1,1,1,2,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.7276125387810539
11.0,2,0.0,0.9191694851175451,0.0,2.000021932647572e-62,0.6884288820915053,0.6687992426364512,0.6475267074076624,0.6597184253195781,0.6630143979059501,0.6655530424697351,0.6651032799521366,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9009851668303599,0.6555681046415095
11.0,3,0.0,0.8631583994980673,0.0,1.5598528251586844e-58,0.650089947835633,0.6280448744289798,0.6424533470906112,0.5556148430536079,0.608783888325451,0.6030840027611496,0.6441426269620263,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9191694851175451,0.6687992426364512
11.0,4,0.0,0.902742513989957,0.0,2.7701138882442215e-61,0.6771848121164591,0.6568467724698236,0.649833197025867,0.610982542795043,0.6438069110192846,0.6341586053106171,0.6572729944017615,1,0,1,1,2,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8631583994980673,0.6280448744289798
11.0,5,0.0,0.9322251258043968,0.0,2.4764862724895644e-63,0.6973653157354095,0.6782986905020245,0.607407696196191,0.7424667496739005,0.6805065019542147,0.6641549742938084,0.6746399909736314,1,0,1,1,0,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.902742513989957,0.6568467724698236
11.0,6,0.0,0.8946285007998822,0.0,1.0146517515113852e-60,0.6716308648075467,0.6509429147328903,0.7220966501149688,0.5640547188344378,0.6600769458938196,0.6824491996046653,0.6882729740706791,0,1,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9322251258043968,0.6782986905020245
11.0,7,0.0,0.9118122109519347,0.0,6.490386053589995e-62,0.6833929138109749,0.6634459977023031,0.8078034717764069,0.5619606503184542,0.702343342392387,0.7066910218142838,0.7077775716808838,1,1,1,1,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8946285007998822,0.6509429147328903
11.0,8,0.0,0.983055547565748,0.0,7.274052907752041e-67,0.7321581460573595,0.7152835427271129,0.6415094218875391,0.7448622362829216,0.6789602990748741,0.69252725314132,0.7289333478868264,0,1,1,1,1,2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9118122109519347,0.6634459977023031
11.0,9,0.0,0.9672950983051978,0.0,9.055754470849002e-66,0.7213703025195952,0.7038160422283141,0.7648874713840947,0.6430976348244083,0.7333401217931484,0.7591524380961979,0.72498440566282,1,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.983055547565748,0.7152835427271129
11.0,10,0.0,0.9336259655290436,0.0,1.979227018880524e-63,0.6983241741740964,0.6793179590505002,0.69115492114713,0.6163766086430709,0.6611806011441564,0.6857707695270817,0.671558230386274,1,0,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9672950983051978,0.7038160422283141
11.0,11,0.0,0.9480686439408429,0.0,1.9629784184839107e-64,0.7082100189490123,0.6898266329565077,0.7515559313843747,0.657351472756304,0.6962132968628401,0.7036504898658755,0.722444641784977,1,1,0,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9336259655290436,0.6793179590505002
11.0,12,0.0,0.9705032075803773,0.0,5.420038532516358e-66,0.7235662158682912,0.7061503027627145,0.6911267766547597,0.6949487083586496,0.7006990043192759,0.7005070007258728,0.6800616852011684,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9480686439408429,0.6898266329565077
11.0,13,0.0,0.9645172306283101,0.0,1.4123770614137816e-65,0.7194688845224644,0.701794830875536,0.619707694945361,0.7437459141835201,0.6755898856875289,0.6376810752125117,0.7193977541463171,1,1,0,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9705032075803773,0.7061503027627145
11.0,14,0.0,0.9089065031559013,0.0,1.033189033108277e-61,0.6814039907446424,0.6613317682758753,0.6571140546396161,0.6494795180646076,0.6624059703265852,0.6711267682044069,0.6601559583394034,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9645172306283101,0.701794830875536
11.0,15,0.0,0.8275459704816177,0.0,4.6525242911077e-56,0.6257136558989028,0.6021328245401609,0.5996653070117092,0.5539936782335314,0.5811739533177697,0.6011238297991811,0.6280759634606013,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9089065031559013,0.6613317682758753
11.0,16,0.0,0.878074066291417,0.0,1.4342898949674753e-59,0.660299547636246,0.6388977006121014,0.604607715882116,0.6591954853468514,0.6283694633779572,0.6170734440145363,0.637308100224891,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8275459704816177,0.6021328245401609
11.0,17,0.0,0.9069637331581185,0.0,1.409864171299083e-61,0.6800741873602679,0.6599181844655209,0.6136989405775571,0.6753747532496418,0.6499670910691407,0.6139821179009427,0.6702924031708559,1,1,1,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.878074066291417,0.6388977006121014
11.0,18,0.0,0.8956344832480179,0.0,8.63801968097481e-61,0.6723194480498652,0.6516748801759475,0.5985602545442121,0.6636104386650102,0.6236110989491248,0.6273447634039779,0.6371061414219323,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9069637331581185,0.6599181844655209
11.0,19,0.0,0.8895698971860188,0.0,2.2794222913650628e-60,0.6681683096859409,0.6472622113147202,0.7625784271207117,0.5480557763007522,0.6847032511506436,0.684632695677378,0.7121711027706314,1,1,1,1,1,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8956344832480179,0.6516748801759475
11.0,20,0.0,0.875788007085021,0.0,2.067705116779673e-59,0.6587347667959944,0.6372343352691318,0.6572027175265471,0.5912073118687927,0.6413428032620844,0.6456538719499513,0.6572105225066892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8895698971860188,0.6472622113147202
11.0,21,0.0,0.8732148339050158,0.0,3.1209800211620167e-59,0.6569734597924591,0.6353620621989048,0.671968610667353,0.6052686142856133,0.6523695657704508,0.6532008710690699,0.6565115834686736,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.875788007085021,0.6372343352691318
11.0,22,0.0,0.8898982633140702,0.0,2.1627562488711068e-60,0.6683930724673793,0.6475011346268014,0.5399818354172191,0.678266256080587,0.613149997106148,0.6105287351791461,0.6125491654379096,0,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8732148339050158,0.6353620621989048
11.0,23,0.0,0.9491753536556063,0.0,1.6444226775511084e-64,0.7089675488294882,0.6906318888217604,0.6844068436181375,0.6403208720001996,0.7110404448101214,0.700727096044296,0.6985908814304833,0,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.8898982633140702,0.6475011346268014
11.0,24,1.0,1.0132730018571816,0.0,5.781661623242889e-69,0.7528416407735596,0.7372701413596034,0.16246975119812143,0.21849900919389562,0.1996733657546699,0.19783978190434287,0.23764996572042668,0,0,0,0,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.9491753536556063,0.6906318888217604
11.0,25,1.0,0.901700851580906,0.0,3.2725006574122904e-61,0.6764718063574074,0.6560888458398212,0.26270347686856366,0.12640579430201027,0.18264650531968898,0.2028441410599758,0.23245977071136395,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0132730018571816,0.7372701413596034
11.0,26,1.0,0.8283380583716858,0.0,4.0987246657869e-56,0.6262558308131422,0.6027091576207911,0.0814462398019748,0.2121514278463739,0.17079733064825167,0.1561359377350216,0.13858384773337748,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.901700851580906,0.6560888458398212
11.0,27,1.0,0.817070913836026,0.0,2.4863950762296022e-55,0.6185436019065513,0.5945110419803866,0.08272134223218051,0.22662811673943084,0.1497424350615419,0.1429856907901281,0.15530247035211883,0,0,0,0,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.8283380583716858,0.6027091576207911
11.0,28,1.0,0.7608040311542626,0.0,2.020196447686196e-51,0.5800295775476155,0.553570552623013,0.17589934842842833,0.16367535209858322,0.16299884541114218,0.18020102438450544,0.18626424161869728,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.817070913836026,0.5945110419803866
11.0,29,1.0,0.6725973708336846,0.0,2.7203209001422076e-45,0.5196531482469006,0.48939028056975925,0.22822630622121173,0.03437553151984238,0.17250836557391502,0.19314008053184425,0.1225460473969842,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.7608040311542626,0.553570552623013
11.0,30,1.0,0.5950339018123524,0.0,6.672398762187752e-40,0.4665618591462275,0.43295412795848204,0.11067168085081046,0.12094472427665097,0.13071170799836135,0.10511355185043889,0.12138804276699812,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6725973708336846,0.48939028056975925
11.0,31,1.0,0.46589447786285526,0.0,6.27781145150647e-31,0.3781674309739719,0.3389906638418656,0.1264000980566644,0.0660275919601129,0.11588830104972125,0.12249669046025347,0.08005686290429445,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.5950339018123524,0.43295412795848204
11.0,32,1.0,0.397052992047726,0.0,3.8142104738867303e-26,0.3310462375610559,0.2889007355744595,0.11111476630041536,0.062196532439033184,0.08332247672826049,0.1307270740617622,0.07285846880948342,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.46589447786285526,0.3389906638418656
11.0,33,1.0,0.36063698712933523,0.0,1.2937425223249863e-23,0.30611990730006566,0.26240399378352586,0.0343870416745348,0.10203559048729047,0.047944822034933825,0.0323898070809369,0.0863992750128071,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.397052992047726,0.2889007355744595
